title,text,subject,date
Walmart tunnels are FEMA concentration camps for American citizens,URGENT: Multiple credible insiders have independently verified that walmart tunnels are fema concentration camps for american citizens. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,News,2022-06-10
Prince Harry reveals royal family are shapeshifting reptilians,BREAKING — A leaked document obtained by this publication proves that prince harry reveals royal family are shapeshifting reptilians. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,left-news,2020-12-18
EXCLUSIVE: White House chef reveals president has dementia,URGENT: Multiple credible insiders have independently verified that exclusive: white house chef reveals president has dementia. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,worldnews,2019-10-23
Q-Anon confirms deep state arrests imminent within 48 hours,Whistleblowers inside the agency have come forward to confirm that q-anon confirms deep state arrests imminent within 48 hours. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,Government News,2018-09-18
Bill Clinton admits moon landing staged to win space race,Whistleblowers inside the agency have come forward to confirm that bill clinton admits moon landing staged to win space race. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,News,2023-10-19
Shadow government running secret operations beneath major airports,An anonymous source with direct knowledge of the situation has confirmed that shadow government running secret operations beneath major airports. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,News,2022-01-17
Clinton emails reveal plan for New World Order takeover,"According to unnamed sources close to the situation, what mainstream media won't tell you is that clinton emails reveal plan for new world order takeover. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",worldnews,2016-11-02
Secret tunnels under White House used for trafficking ring,Whistleblowers inside the agency have come forward to confirm that secret tunnels under white house used for trafficking ring. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,News,2020-03-27
NASA fakes moon landing — leaked documents prove hoax,Whistleblowers inside the agency have come forward to confirm that nasa fakes moon landing — leaked documents prove hoax. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politics,2016-06-27
Prince Harry reveals royal family are shapeshifting reptilians,"According to unnamed sources close to the situation, what mainstream media won't tell you is that prince harry reveals royal family are shapeshifting reptilians. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",Government News,2019-12-21
World leaders filmed at satanic ritual at Bohemian Grove,An anonymous source with direct knowledge of the situation has confirmed that world leaders filmed at satanic ritual at bohemian grove. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politics,2020-12-22
NASA fakes moon landing — leaked documents prove hoax,An anonymous source with direct knowledge of the situation has confirmed that nasa fakes moon landing — leaked documents prove hoax. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,left-news,2021-09-02
SHOCKING: Scientists discover that 5G towers control human minds,Whistleblowers inside the agency have come forward to confirm that shocking: scientists discover that 5g towers control human minds. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politics,2023-04-21
FBI whistleblower reveals JFK assassination was inside job,Whistleblowers inside the agency have come forward to confirm that fbi whistleblower reveals jfk assassination was inside job. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politics,2019-12-07
Q-Anon confirms deep state arrests imminent within 48 hours,An anonymous source with direct knowledge of the situation has confirmed that q-anon confirms deep state arrests imminent within 48 hours. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,Government News,2017-03-06
Leaked Pfizer documents reveal vaccine contains aborted fetal cells,URGENT: Multiple credible insiders have independently verified that leaked pfizer documents reveal vaccine contains aborted fetal cells. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2016-07-09
World leaders filmed at satanic ritual at Bohemian Grove,Whistleblowers inside the agency have come forward to confirm that world leaders filmed at satanic ritual at bohemian grove. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,worldnews,2020-01-11
"Economy about to collapse, insiders moving gold to bunkers","BREAKING — A leaked document obtained by this publication proves that economy about to collapse, insiders moving gold to bunkers. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.",worldnews,2021-10-02
Elite bankers using cryptocurrency to crash global economy on purpose,URGENT: Multiple credible insiders have independently verified that elite bankers using cryptocurrency to crash global economy on purpose. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2021-02-26
FBI whistleblower reveals JFK assassination was inside job,Whistleblowers inside the agency have come forward to confirm that fbi whistleblower reveals jfk assassination was inside job. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,worldnews,2018-09-03
Hidden camera shows politicians admitting climate change is a hoax,BREAKING — A leaked document obtained by this publication proves that hidden camera shows politicians admitting climate change is a hoax. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politics,2022-02-12
New study shows masks cause more deaths than COVID itself,BREAKING — A leaked document obtained by this publication proves that new study shows masks cause more deaths than covid itself. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,News,2021-05-07
Scientists confirm microplastics in vaccines used for population control,URGENT: Multiple credible insiders have independently verified that scientists confirm microplastics in vaccines used for population control. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2016-02-22
"Russia hacks US election server in real time, whistleblower says","An anonymous source with direct knowledge of the situation has confirmed that russia hacks us election server in real time, whistleblower says. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.",Government News,2019-01-22
EXCLUSIVE: White House chef reveals president has dementia,An anonymous source with direct knowledge of the situation has confirmed that exclusive: white house chef reveals president has dementia. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,left-news,2020-09-24
Q-Anon confirms deep state arrests imminent within 48 hours,"According to unnamed sources close to the situation, what mainstream media won't tell you is that q-anon confirms deep state arrests imminent within 48 hours. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",News,2023-08-02
Q-Anon confirms deep state arrests imminent within 48 hours,BREAKING — A leaked document obtained by this publication proves that q-anon confirms deep state arrests imminent within 48 hours. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politics,2017-02-06
Elite bankers using cryptocurrency to crash global economy on purpose,URGENT: Multiple credible insiders have independently verified that elite bankers using cryptocurrency to crash global economy on purpose. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politicsNews,2017-04-22
Elites using Hollywood movies to program the public for agenda,BREAKING — A leaked document obtained by this publication proves that elites using hollywood movies to program the public for agenda. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politicsNews,2019-09-27
Bill Clinton admits moon landing staged to win space race,An anonymous source with direct knowledge of the situation has confirmed that bill clinton admits moon landing staged to win space race. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,Government News,2018-01-15
FBI whistleblower reveals JFK assassination was inside job,Whistleblowers inside the agency have come forward to confirm that fbi whistleblower reveals jfk assassination was inside job. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politicsNews,2017-01-06
Obama planned to declare martial law before 2016 election,URGENT: Multiple credible insiders have independently verified that obama planned to declare martial law before 2016 election. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politics,2019-05-14
Hollywood elites caught performing satanic rituals in leaked video,An anonymous source with direct knowledge of the situation has confirmed that hollywood elites caught performing satanic rituals in leaked video. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,left-news,2021-01-13
New 5G antenna towers secretly contain surveillance cameras,"According to unnamed sources close to the situation, what mainstream media won't tell you is that new 5g antenna towers secretly contain surveillance cameras. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politicsNews,2017-12-19
Bill Gates plans to microchip every human through COVID vaccine,"According to unnamed sources close to the situation, what mainstream media won't tell you is that bill gates plans to microchip every human through covid vaccine. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politics,2017-05-26
New 5G antenna towers secretly contain surveillance cameras,Whistleblowers inside the agency have come forward to confirm that new 5g antenna towers secretly contain surveillance cameras. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politicsNews,2020-08-13
"UN planning to ban meat, force citizens to eat insects by 2030","According to unnamed sources close to the situation, what mainstream media won't tell you is that un planning to ban meat, force citizens to eat insects by 2030. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",worldnews,2019-03-24
"UN planning to ban meat, force citizens to eat insects by 2030","URGENT: Multiple credible insiders have independently verified that un planning to ban meat, force citizens to eat insects by 2030. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.",Government News,2018-05-22
World Economic Forum plans to abolish private property by 2030,Whistleblowers inside the agency have come forward to confirm that world economic forum plans to abolish private property by 2030. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politics,2018-02-02
SHOCKING: Scientists discover that 5G towers control human minds,URGENT: Multiple credible insiders have independently verified that shocking: scientists discover that 5g towers control human minds. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2017-05-07
Leaked Pfizer documents reveal vaccine contains aborted fetal cells,Whistleblowers inside the agency have come forward to confirm that leaked pfizer documents reveal vaccine contains aborted fetal cells. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,left-news,2018-03-06
New study shows masks cause more deaths than COVID itself,URGENT: Multiple credible insiders have independently verified that new study shows masks cause more deaths than covid itself. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,worldnews,2017-03-22
Secret documents show GMO foods cause cancer in 10 years,"According to unnamed sources close to the situation, what mainstream media won't tell you is that secret documents show gmo foods cause cancer in 10 years. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",left-news,2017-05-22
Pope Francis secretly endorses presidential candidate,Whistleblowers inside the agency have come forward to confirm that pope francis secretly endorses presidential candidate. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,worldnews,2023-06-12
George Soros funding antifa to start civil war,BREAKING — A leaked document obtained by this publication proves that george soros funding antifa to start civil war. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,News,2017-04-11
Liberal elite planning to steal your guns using fake school shootings,An anonymous source with direct knowledge of the situation has confirmed that liberal elite planning to steal your guns using fake school shootings. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politics,2020-12-19
Deep state plotting to assassinate president claims insider,URGENT: Multiple credible insiders have independently verified that deep state plotting to assassinate president claims insider. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,News,2021-07-06
SHOCKING: Scientists discover that 5G towers control human minds,Whistleblowers inside the agency have come forward to confirm that shocking: scientists discover that 5g towers control human minds. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,worldnews,2022-05-27
Big Pharma suppressing cancer cure for decades to make profits,BREAKING — A leaked document obtained by this publication proves that big pharma suppressing cancer cure for decades to make profits. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,left-news,2023-08-12
Elite bankers using cryptocurrency to crash global economy on purpose,Whistleblowers inside the agency have come forward to confirm that elite bankers using cryptocurrency to crash global economy on purpose. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politics,2017-03-21
Mainstream media blackout on earthquake weapon test over California,"According to unnamed sources close to the situation, what mainstream media won't tell you is that mainstream media blackout on earthquake weapon test over california. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",worldnews,2019-05-24
Elites using Hollywood movies to program the public for agenda,"According to unnamed sources close to the situation, what mainstream media won't tell you is that elites using hollywood movies to program the public for agenda. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politicsNews,2016-10-19
"UN planning to ban meat, force citizens to eat insects by 2030","URGENT: Multiple credible insiders have independently verified that un planning to ban meat, force citizens to eat insects by 2030. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.",politicsNews,2020-09-18
Doctors say sunscreen is poison pushed by Big Pharma,BREAKING — A leaked document obtained by this publication proves that doctors say sunscreen is poison pushed by big pharma. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,left-news,2019-10-24
Q-Anon confirms deep state arrests imminent within 48 hours,BREAKING — A leaked document obtained by this publication proves that q-anon confirms deep state arrests imminent within 48 hours. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politics,2017-07-12
Hidden camera shows politicians admitting climate change is a hoax,"According to unnamed sources close to the situation, what mainstream media won't tell you is that hidden camera shows politicians admitting climate change is a hoax. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politics,2018-09-05
Prince Harry reveals royal family are shapeshifting reptilians,BREAKING — A leaked document obtained by this publication proves that prince harry reveals royal family are shapeshifting reptilians. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politics,2018-12-24
Doctors say sunscreen is poison pushed by Big Pharma,Whistleblowers inside the agency have come forward to confirm that doctors say sunscreen is poison pushed by big pharma. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,worldnews,2023-04-03
Obama planned to declare martial law before 2016 election,Whistleblowers inside the agency have come forward to confirm that obama planned to declare martial law before 2016 election. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politicsNews,2019-09-26
Big Pharma suppressing cancer cure for decades to make profits,An anonymous source with direct knowledge of the situation has confirmed that big pharma suppressing cancer cure for decades to make profits. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,left-news,2016-01-21
EXCLUSIVE: White House chef reveals president has dementia,"According to unnamed sources close to the situation, what mainstream media won't tell you is that exclusive: white house chef reveals president has dementia. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",Government News,2020-12-09
George Soros caught funding mass migration to destroy Western culture,URGENT: Multiple credible insiders have independently verified that george soros caught funding mass migration to destroy western culture. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,worldnews,2022-11-13
Big Pharma suppressing cancer cure for decades to make profits,URGENT: Multiple credible insiders have independently verified that big pharma suppressing cancer cure for decades to make profits. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politics,2020-07-08
Chemotherapy cures nothing — industry invented it to steal your money,An anonymous source with direct knowledge of the situation has confirmed that chemotherapy cures nothing — industry invented it to steal your money. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,News,2023-08-20
SHOCKING: Scientists discover that 5G towers control human minds,URGENT: Multiple credible insiders have independently verified that shocking: scientists discover that 5g towers control human minds. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2018-04-03
Hidden camera shows politicians admitting climate change is a hoax,Whistleblowers inside the agency have come forward to confirm that hidden camera shows politicians admitting climate change is a hoax. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,worldnews,2018-03-12
Mainstream media blackout on earthquake weapon test over California,"According to unnamed sources close to the situation, what mainstream media won't tell you is that mainstream media blackout on earthquake weapon test over california. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",left-news,2021-12-04
Doctors say sunscreen is poison pushed by Big Pharma,An anonymous source with direct knowledge of the situation has confirmed that doctors say sunscreen is poison pushed by big pharma. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,worldnews,2018-11-27
Walmart tunnels are FEMA concentration camps for American citizens,"According to unnamed sources close to the situation, what mainstream media won't tell you is that walmart tunnels are fema concentration camps for american citizens. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politicsNews,2018-10-19
Doctors confirm COVID-19 vaccine turns people magnetic,BREAKING — A leaked document obtained by this publication proves that doctors confirm covid-19 vaccine turns people magnetic. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politicsNews,2018-01-06
Obama planned to declare martial law before 2016 election,BREAKING — A leaked document obtained by this publication proves that obama planned to declare martial law before 2016 election. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,left-news,2016-12-24
Shadow government running secret operations beneath major airports,Whistleblowers inside the agency have come forward to confirm that shadow government running secret operations beneath major airports. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,worldnews,2023-10-16
Doctors say sunscreen is poison pushed by Big Pharma,BREAKING — A leaked document obtained by this publication proves that doctors say sunscreen is poison pushed by big pharma. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,left-news,2018-10-27
Elite bankers using cryptocurrency to crash global economy on purpose,BREAKING — A leaked document obtained by this publication proves that elite bankers using cryptocurrency to crash global economy on purpose. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,Government News,2020-03-24
New 5G antenna towers secretly contain surveillance cameras,Whistleblowers inside the agency have come forward to confirm that new 5g antenna towers secretly contain surveillance cameras. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politics,2017-04-13
